IncId,Description,Submitter,CreateDate,IncidentStatus,AssignedGroup,Region,City,Category,WorkLog,Hub,Node,Agent,AlertDetails,AlertProcessId,AlertKey,Related_Tickets,Related_CR,CR_Description,CR_StartTime,CR_EndTime,CR_Region
INC0073,Modem Offline reported in Houston. Automated monitoring detected abnormal behavior.,CustomerCare,1757112210,Open,FieldOps,South,Houston,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-101,NoiseReducer,Signal drop detected,609441,HUB-B1-NODE-101-609441,INC0075,CR18688,Core router reboot for patching,1757123010,1757133810,South
INC0074,Slow Speed reported in Atlanta. Automated monitoring detected abnormal behavior.,CustomerCare,1759994592,Open,VideoOps,South,Atlanta,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-505,PulseAI,Signal drop detected,309260,HUB-A1-NODE-505-309260,INC0204,CR36735,Planned power cycle maintenance,1759998192,1760030592,South
INC0075,Modem Offline reported in St. Louis. Automated monitoring detected abnormal behavior.,System,1752610655,Open,NetEng,Central,St. Louis,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-202,NoiseReducer,Frequent modem resets observed,632279,HUB-C2-NODE-202-632279,INC0104,CR58832,Core router reboot for patching,1752603455,1752610655,Central
INC0076,CMTS Congestion reported in Salt Lake City. Automated monitoring detected abnormal behavior.,CustomerCare,1760803434,In Progress,FieldOps,West,Salt Lake City,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-A1,NODE-101,SignalAnalyzer,CMTS upstream channel flap,950725,HUB-A1-NODE-101-950725,INC0006,CR86442,Planned power cycle maintenance,1760792634,1760828634,West
INC0077,Internet Down reported in Atlanta. Automated monitoring detected abnormal behavior.,AutoMonitor,1764147319,In Progress,FieldOps,South,Atlanta,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-D4,NODE-202,PulseAI,Signal drop detected,160952,HUB-D4-NODE-202-160952,INC0063,CR64782,Planned power cycle maintenance,1764150919,1764172519,South
INC0078,Fiber Cut reported in St. Louis. Automated monitoring detected abnormal behavior.,BMC-Remedy,1761608052,Open,NOC-Level1,Central,St. Louis,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-D4,NODE-202,AutoMonitorX,MAC domain downstream failure,842208,HUB-D4-NODE-202-842208,INC0003,CR24641,Planned CMTS software upgrade,1761600852,1761615252,Central
INC0079,Internet Down reported in Miami. Automated monitoring detected abnormal behavior.,AutoMonitor,1763578570,Cancelled,NOC-Level1,South,Miami,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-101,AutoMonitorX,Video feed disruption,290565,HUB-C2-NODE-101-290565,INC0102,CR19059,Backbone congestion mitigation changes,,,South
INC0080,Fiber Cut reported in Salt Lake City. Automated monitoring detected abnormal behavior.,CustomerCare,1751602796,Open,VideoOps,West,Salt Lake City,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-202,SignalAnalyzer,MAC domain downstream failure,713458,HUB-B1-NODE-202-713458,INC0461,CR10207,Backbone congestion mitigation changes,,,West
INC0081,Authentication Failure reported in Miami. Automated monitoring detected abnormal behavior.,System,1753333926,Cancelled,NOC-Level2,South,Miami,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-202,AutoMonitorX,Signal drop detected,533357,HUB-A1-NODE-202-533357,INC0340,CR34924,Planned CMTS software upgrade,1753323126,1753337526,South
INC0082,Slow Speed reported in Dallas. Automated monitoring detected abnormal behavior.,AutoMonitor,1754946492,Open,NOC-Level1,Central,Dallas,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-202,SignalAnalyzer,MAC domain downstream failure,781174,HUB-D4-NODE-202-781174,INC0067,CR85293,Scheduled hub clean-up activity,1754957292,1754986092,Central
INC0083,Hub Issue reported in Dallas. Automated monitoring detected abnormal behavior.,CustomerCare,1759182982,In Progress,NetEng,Central,Dallas,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-C2,NODE-404,NoiseReducer,MAC domain downstream failure,257399,HUB-C2-NODE-404-257399,INC0278,CR36174,Scheduled hub clean-up activity,1759172182,1759186582,Central
INC0084,Video Outage reported in Chicago. Automated monitoring detected abnormal behavior.,Technician,1755647935,Resolved,NOC-Level1,Central,Chicago,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-303,AutoMonitorX,Optical power low,606249,HUB-A1-NODE-303-606249,INC0089,CR65691,Optical node recalibration event,1755669535,1755705535,Central
INC0085,CMTS Congestion reported in Salt Lake City. Automated monitoring detected abnormal behavior.,System,1762055386,Open,NetEng,West,Salt Lake City,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-A1,NODE-303,SignalAnalyzer,CMTS upstream channel flap,614669,HUB-A1-NODE-303-614669,INC0225,CR48820,Core router reboot for patching,1762044586,1762062586,West
INC0086,Authentication Failure reported in Miami. Automated monitoring detected abnormal behavior.,BMC-Remedy,1755058865,Cancelled,VideoOps,South,Miami,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-C2,NODE-404,AlertBot,Frequent modem resets observed,267437,HUB-C2-NODE-404-267437,INC0251,CR40157,Fiber maintenance activity,1755048065,1755055265,South
INC0087,Authentication Failure reported in Boston. Automated monitoring detected abnormal behavior.,BMC-Remedy,1752310642,In Progress,FieldOps,East,Boston,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-B1,NODE-101,SignalAnalyzer,MAC domain downstream failure,935788,HUB-B1-NODE-101-935788,INC0250,CR81023,Backbone congestion mitigation changes,1752328642,1752357442,East
INC0088,Video Outage reported in Dallas. Automated monitoring detected abnormal behavior.,AutoMonitor,1753534498,Cancelled,FieldOps,Central,Dallas,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-202,PulseAI,Signal drop detected,791609,HUB-C2-NODE-202-791609,INC0288,CR59753,Core router reboot for patching,1753523698,1753534498,Central
INC0089,Authentication Failure reported in Philadelphia. Automated monitoring detected abnormal behavior.,System,1760386122,Cancelled,NOC-Level2,East,Philadelphia,Authentication Failure,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-C2,NODE-404,AutoMonitorX,High SNR variance,381144,HUB-C2-NODE-404-381144,INC0278,CR86279,Scheduled hub clean-up activity,1760378922,1760393322,East
INC0090,CMTS Congestion reported in Philadelphia. Automated monitoring detected abnormal behavior.,System,1759870618,Cancelled,NOC-Level2,East,Philadelphia,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-505,PulseAI,Frequent modem resets observed,702468,HUB-A1-NODE-505-702468,INC0073,CR62514,Core router reboot for patching,,,East
INC0091,Modem Offline reported in New York. Automated monitoring detected abnormal behavior.,Technician,1750773854,Resolved,NetEng,East,New York,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-D4,NODE-404,AlertBot,Video feed disruption,285526,HUB-D4-NODE-404-285526,INC0400,CR64167,Planned CMTS software upgrade,1750791854,1750827854,East
INC0092,Video Outage reported in Atlanta. Automated monitoring detected abnormal behavior.,BMC-Remedy,1763088858,Open,FieldOps,South,Atlanta,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-D4,NODE-101,AutoMonitorX,Signal drop detected,767264,HUB-D4-NODE-101-767264,INC0392,CR25843,Core router reboot for patching,1763081658,1763103258,South
INC0093,Packet Loss reported in Philadelphia. Automated monitoring detected abnormal behavior.,CustomerCare,1758606467,In Progress,NetEng,East,Philadelphia,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-B1,NODE-202,AutoMonitorX,CMTS upstream channel flap,673115,HUB-B1-NODE-202-673115,INC0290,CR35018,Scheduled hub clean-up activity,1758599267,1758631667,East
INC0094,Slow Speed reported in Denver. Automated monitoring detected abnormal behavior.,CustomerCare,1754329248,Resolved,NOC-Level1,West,Denver,Slow Speed,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-B1,NODE-505,PulseAI,Optical power low,895813,HUB-B1-NODE-505-895813,INC0381,CR33602,Planned CMTS software upgrade,1754350848,1754386848,West
INC0095,Node Down reported in Chicago. Automated monitoring detected abnormal behavior.,BMC-Remedy,1757217541,Open,VideoOps,Central,Chicago,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-A1,NODE-404,SignalAnalyzer,High SNR variance,102924,HUB-A1-NODE-404-102924,INC0313,CR28403,Optical node recalibration event,1757224741,1757253541,Central
INC0096,Hub Issue reported in Boulder. Automated monitoring detected abnormal behavior.,AutoMonitor,1764972925,Cancelled,NOC-Level2,West,Boulder,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-303,SignalAnalyzer,Signal drop detected,870684,HUB-D4-NODE-303-870684,INC0361,CR46479,Core router reboot for patching,1764962125,1764965725,West
INC0097,Internet Down reported in Boulder. Automated monitoring detected abnormal behavior.,System,1752685172,In Progress,VideoOps,West,Boulder,Internet Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-B1,NODE-202,AutoMonitorX,Signal drop detected,224631,HUB-B1-NODE-202-224631,INC0049,CR46287,Fiber maintenance activity,,,West
INC0098,CMTS Congestion reported in Denver. Automated monitoring detected abnormal behavior.,CustomerCare,1759919853,In Progress,VideoOps,West,Denver,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-D4,NODE-404,SignalAnalyzer,High SNR variance,170862,HUB-D4-NODE-404-170862,INC0445,CR73518,Scheduled hub clean-up activity,,,West
INC0099,Hub Issue reported in New York. Automated monitoring detected abnormal behavior.,AutoMonitor,1757745236,Open,NOC-Level2,East,New York,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-D4,NODE-202,AlertBot,CMTS upstream channel flap,118468,HUB-D4-NODE-202-118468,INC0012,CR98713,Core router reboot for patching,1757738036,1757777636,East
INC0100,Hub Issue reported in Philadelphia. Automated monitoring detected abnormal behavior.,Technician,1758137407,In Progress,NOC-Level1,East,Philadelphia,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-101,PulseAI,High SNR variance,417130,HUB-A1-NODE-101-417130,INC0301,CR72317,Fiber maintenance activity,1758130207,1758137407,East
INC0101,Video Outage reported in Salt Lake City. Automated monitoring detected abnormal behavior.,System,1758135177,Open,FieldOps,West,Salt Lake City,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-C2,NODE-505,AlertBot,MAC domain downstream failure,228396,HUB-C2-NODE-505-228396,INC0012,CR44681,Planned CMTS software upgrade,,,West
INC0102,Hub Issue reported in Philadelphia. Automated monitoring detected abnormal behavior.,AutoMonitor,1754366214,Cancelled,NOC-Level2,East,Philadelphia,Hub Issue,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-A1,NODE-202,PulseAI,MAC domain downstream failure,217160,HUB-A1-NODE-202-217160,INC0168,CR25408,Planned power cycle maintenance,1754355414,1754391414,East
INC0103,Packet Loss reported in Philadelphia. Automated monitoring detected abnormal behavior.,Technician,1759395828,Resolved,VideoOps,East,Philadelphia,Packet Loss,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-A1,NODE-505,AutoMonitorX,MAC domain downstream failure,179605,HUB-A1-NODE-505-179605,INC0102,CR69396,Planned power cycle maintenance,1759385028,1759410228,East
INC0104,Fiber Cut reported in St. Louis. Automated monitoring detected abnormal behavior.,System,1761353628,In Progress,FieldOps,Central,St. Louis,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-C2,NODE-505,AlertBot,Frequent modem resets observed,174494,HUB-C2-NODE-505-174494,INC0303,CR20882,Optical node recalibration event,1761364428,1761396828,Central
INC0105,CMTS Congestion reported in Miami. Automated monitoring detected abnormal behavior.,Technician,1762048945,Cancelled,NetEng,South,Miami,CMTS Congestion,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-B1,NODE-101,AutoMonitorX,Optical power low,397752,HUB-B1-NODE-101-397752,INC0393,CR79567,Backbone congestion mitigation changes,1762038145,1762056145,South
INC0106,Node Down reported in Houston. Automated monitoring detected abnormal behavior.,AutoMonitor,1761767344,In Progress,NOC-Level1,South,Houston,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-B1,NODE-404,NoiseReducer,Signal drop detected,500219,HUB-B1-NODE-404-500219,INC0073,CR42450,Optical node recalibration event,1761785344,1761796144,South
INC0107,Modem Offline reported in St. Louis. Automated monitoring detected abnormal behavior.,Technician,1763907168,Resolved,NOC-Level2,Central,St. Louis,Modem Offline,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-B1,NODE-505,PulseAI,Video feed disruption,456466,HUB-B1-NODE-505-456466,INC0435,CR93921,Optical node recalibration event,1763925168,1763946768,Central
INC0108,Node Down reported in Houston. Automated monitoring detected abnormal behavior.,BMC-Remedy,1760138791,Open,NOC-Level2,South,Houston,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-303,PulseAI,Video feed disruption,279212,HUB-C2-NODE-303-279212,INC0236,CR24868,Scheduled hub clean-up activity,1760142391,1760149591,South
INC0109,Node Down reported in St. Louis. Automated monitoring detected abnormal behavior.,AutoMonitor,1757388796,In Progress,NOC-Level1,Central,St. Louis,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-D4,NODE-101,PulseAI,MAC domain downstream failure,517855,HUB-D4-NODE-101-517855,INC0274,CR44799,Optical node recalibration event,1757381596,1757413996,Central
INC0110,Fiber Cut reported in New York. Automated monitoring detected abnormal behavior.,AutoMonitor,1760849768,Resolved,VideoOps,East,New York,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AutoMonitorX""}",HUB-D4,NODE-101,AutoMonitorX,Signal drop detected,428955,HUB-D4-NODE-101-428955,INC0456,CR88569,Fiber maintenance activity,1760842568,1760864168,East
INC0111,Fiber Cut reported in New York. Automated monitoring detected abnormal behavior.,AutoMonitor,1765404320,Cancelled,NetEng,East,New York,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-202,SignalAnalyzer,MAC domain downstream failure,279649,HUB-C2-NODE-202-279649,INC0175,CR34035,Scheduled hub clean-up activity,1765415120,1765422320,East
INC0112,Fiber Cut reported in Atlanta. Automated monitoring detected abnormal behavior.,CustomerCare,1760168967,Resolved,NOC-Level1,South,Atlanta,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""SignalAnalyzer""}",HUB-C2,NODE-202,SignalAnalyzer,Signal drop detected,422087,HUB-C2-NODE-202-422087,INC0478,CR77345,Optical node recalibration event,1760183367,1760201367,South
INC0113,Video Outage reported in Denver. Automated monitoring detected abnormal behavior.,Technician,1764010415,Resolved,NetEng,West,Denver,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-A1,NODE-404,AlertBot,CMTS upstream channel flap,122707,HUB-A1-NODE-404-122707,INC0464,CR29572,Fiber maintenance activity,1764003215,1764032015,West
INC0114,Node Down reported in Philadelphia. Automated monitoring detected abnormal behavior.,CustomerCare,1758784268,Open,NOC-Level1,East,Philadelphia,Node Down,"{""notes"": ""Initial triage performed"", ""updated_by"": ""PulseAI""}",HUB-C2,NODE-505,PulseAI,CMTS upstream channel flap,394938,HUB-C2-NODE-505-394938,INC0063,CR32453,Core router reboot for patching,1758773468,1758795068,East
INC0115,Fiber Cut reported in Boston. Automated monitoring detected abnormal behavior.,AutoMonitor,1764318341,In Progress,NOC-Level1,East,Boston,Fiber Cut,"{""notes"": ""Initial triage performed"", ""updated_by"": ""NoiseReducer""}",HUB-A1,NODE-505,NoiseReducer,MAC domain downstream failure,913442,HUB-A1-NODE-505-913442,INC0353,CR41879,Core router reboot for patching,1764307541,1764339941,East
INC0116,Video Outage reported in Boulder. Automated monitoring detected abnormal behavior.,AutoMonitor,1763744106,Open,NOC-Level1,West,Boulder,Video Outage,"{""notes"": ""Initial triage performed"", ""updated_by"": ""AlertBot""}",HUB-B1,NODE-202,AlertBot,CMTS upstream channel flap,710271,HUB-B1-NODE-202-710271,INC0065,CR60710,Scheduled hub clean-up activity,1763758506,1763783706,West
